ID,LocationID,PeriodID,CommonName,ScientificName,CoverClass,MidRange
13521,GWCA_InvPla_23,GWCAInvPla2013Jun24,perennial ryegrass,Lolium perenne,2,5.0
13522,GWCA_InvPla_23,GWCAInvPla2020Jul20,smooth brome,Bromus inermis,3,30.0
13523,GWCA_InvPla_23,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,5,300.0
13524,GWCA_InvPla_23,GWCAInvPla2013Jun24,smooth brome,Bromus inermis,4,75.0
13525,GWCA_InvPla_23,GWCAInvPla2016Aug22,smooth brome,Bromus inermis,3,30.0
13526,GWCA_InvPla_23,GWCAInvPla2006Aug18,bald brome. spiked brome,Bromus racemosus,3,30.0
13527,GWCA_InvPla_23,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,2,5.0
13528,GWCA_InvPla_23,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,2,5.0
13529,GWCA_InvPla_23,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,2,5.0
13530,GWCA_InvPla_23,GWCAInvPla2013Jun24,poverty brome,Bromus sterilis,2,5.0
13531,GWCA_InvPla_23,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,2,5.0
13532,GWCA_InvPla_23,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13533,GWCA_InvPla_23,GWCAInvPla2016Aug22,quackgrass,Elymus repens,1,0.5
13534,GWCA_InvPla_23,GWCAInvPla2020Jul20,osage orange,Maclura pomifera,3,30.0
13535,GWCA_InvPla_23,GWCAInvPla2016Aug22,osage orange,Maclura pomifera,1,0.5
13536,GWCA_InvPla_23,GWCAInvPla2006Aug18,osage orange,Maclura pomifera,3,30.0
13537,GWCA_InvPla_23,GWCAInvPla2020Jul20,Kentucky bluegrass,Poa pratensis,2,5.0
13538,GWCA_InvPla_23,GWCAInvPla2016Aug22,Kentucky bluegrass,Poa pratensis,2,5.0
13539,GWCA_InvPla_23,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,2,5.0
13540,GWCA_InvPla_23,GWCAInvPla2013Jun24,winged sumac,Rhus copallinum,2,5.0
13541,GWCA_InvPla_23,GWCAInvPla2013Jun24,common sheep sorrel,Rumex acetosella,2,5.0
13542,GWCA_InvPla_23,GWCAInvPla2020Jul20,tall fescue,Schedonorus arundinaceus,3,30.0
13543,GWCA_InvPla_23,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,3,30.0
13544,GWCA_InvPla_23,GWCAInvPla2016Aug22,tall fescue,Schedonorus arundinaceus,2,5.0
13545,GWCA_InvPla_23,GWCAInvPla2013Jun24,Johnsongrass,Sorghum halepense,2,5.0
13546,GWCA_InvPla_23,GWCAInvPla2016Aug22,Johnsongrass,Sorghum halepense,3,30.0
13547,GWCA_InvPla_23,GWCAInvPla2020Jul20,Johnsongrass,Sorghum halepense,3,30.0
13548,GWCA_InvPla_23,GWCAInvPla2016Aug22,spreading hedgeparsley,Torilis arvensis,1,0.5
13549,GWCA_InvPla_23,GWCAInvPla2016Aug22,common mullein,Verbascum thapsus,1,0.5
13550,GWCA_InvPla_24,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,3,30.0
13551,GWCA_InvPla_24,GWCAInvPla2016Aug22,smooth brome,Bromus inermis,2,5.0
13552,GWCA_InvPla_24,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,3,30.0
13553,GWCA_InvPla_24,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,2,5.0
13554,GWCA_InvPla_24,GWCAInvPla2006Aug18,bald brome. spiked brome,Bromus racemosus,5,300.0
13555,GWCA_InvPla_24,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,2,5.0
13556,GWCA_InvPla_24,GWCAInvPla2013Jun24,poverty brome,Bromus sterilis,2,5.0
13557,GWCA_InvPla_24,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,4,75.0
13558,GWCA_InvPla_24,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13559,GWCA_InvPla_24,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,1,0.5
13560,GWCA_InvPla_24,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,2,5.0
13561,GWCA_InvPla_24,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,2,5.0
13562,GWCA_InvPla_24,GWCAInvPla2020Jul20,yellow sweetclover,Melilotus officinalis,1,0.5
13563,GWCA_InvPla_24,GWCAInvPla2016Aug22,Kentucky bluegrass,Poa pratensis,4,75.0
13564,GWCA_InvPla_24,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,2,5.0
13565,GWCA_InvPla_24,GWCAInvPla2020Jul20,Kentucky bluegrass,Poa pratensis,2,5.0
13566,GWCA_InvPla_24,GWCAInvPla2020Jul20,winged sumac,Rhus copallinum,3,30.0
13567,GWCA_InvPla_24,GWCAInvPla2013Jun24,winged sumac,Rhus copallinum,2,5.0
13568,GWCA_InvPla_24,GWCAInvPla2016Aug22,winged sumac,Rhus copallinum,1,0.5
13569,GWCA_InvPla_24,GWCAInvPla2013Jun24,common sheep sorrel,Rumex acetosella,2,5.0
13570,GWCA_InvPla_24,GWCAInvPla2020Jul20,curly dock,Rumex crispus,1,0.5
13571,GWCA_InvPla_24,GWCAInvPla2013Jun24,curly dock,Rumex crispus,2,5.0
13572,GWCA_InvPla_24,GWCAInvPla2016Aug22,curly dock,Rumex crispus,1,0.5
13573,GWCA_InvPla_24,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13574,GWCA_InvPla_24,GWCAInvPla2016Aug22,field sowthistle,Sonchus arvensis,1,0.5
13575,GWCA_InvPla_24,GWCAInvPla2020Jul20,spreading hedgeparsley,Torilis arvensis,1,0.5
13576,GWCA_InvPla_24,GWCAInvPla2016Aug22,spreading hedgeparsley,Torilis arvensis,2,5.0
13577,GWCA_InvPla_24,GWCAInvPla2016Aug22,common mullein,Verbascum thapsus,1,0.5
13578,GWCA_InvPla_24,GWCAInvPla2006Aug18,common mullein,Verbascum thapsus,1,0.5
13579,GWCA_InvPla_24,GWCAInvPla2006Aug18,winter vetch,Vicia villosa,4,75.0
13580,GWCA_InvPla_25,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,3,30.0
13581,GWCA_InvPla_25,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,3,30.0
13582,GWCA_InvPla_25,GWCAInvPla2006Aug18,bald brome. spiked brome,Bromus racemosus,7,3000.0
13583,GWCA_InvPla_25,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,3,30.0
13584,GWCA_InvPla_25,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,1,0.5
13585,GWCA_InvPla_25,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,4,75.0
13586,GWCA_InvPla_25,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,2,5.0
13587,GWCA_InvPla_25,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,2,5.0
13588,GWCA_InvPla_25,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,1,0.5
13589,GWCA_InvPla_25,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,2,5.0
13590,GWCA_InvPla_25,GWCAInvPla2016Aug22,yellow sweetclover,Melilotus officinalis,1,0.5
13591,GWCA_InvPla_25,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,2,5.0
13592,GWCA_InvPla_25,GWCAInvPla2016Aug22,Kentucky bluegrass,Poa pratensis,3,30.0
13593,GWCA_InvPla_25,GWCAInvPla2020Jul20,winged sumac,Rhus copallinum,2,5.0
13594,GWCA_InvPla_25,GWCAInvPla2013Jun24,curly dock,Rumex crispus,2,5.0
13595,GWCA_InvPla_25,GWCAInvPla2016Aug22,curly dock,Rumex crispus,1,0.5
13596,GWCA_InvPla_25,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13597,GWCA_InvPla_25,GWCAInvPla2016Aug22,tall fescue,Schedonorus arundinaceus,1,0.5
13598,GWCA_InvPla_25,GWCAInvPla2016Aug22,spreading hedgeparsley,Torilis arvensis,1,0.5
13599,GWCA_InvPla_25,GWCAInvPla2016Aug22,Siberian elm,Ulmus pumila,1,0.5
13600,GWCA_InvPla_25,GWCAInvPla2016Aug22,common mullein,Verbascum thapsus,1,0.5
13601,GWCA_InvPla_26,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,3,30.0
13602,GWCA_InvPla_26,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,2,5.0
13603,GWCA_InvPla_26,GWCAInvPla2006Aug18,bald brome. spiked brome,Bromus racemosus,7,3000.0
13604,GWCA_InvPla_26,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,1,0.5
13605,GWCA_InvPla_26,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,4,75.0
13606,GWCA_InvPla_26,GWCAInvPla2020Jul20,nodding plumeless thistle,Carduus nutans,1,0.5
13607,GWCA_InvPla_26,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13608,GWCA_InvPla_26,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,3,30.0
13609,GWCA_InvPla_26,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13610,GWCA_InvPla_26,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,1,0.5
13611,GWCA_InvPla_26,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,3,30.0
13612,GWCA_InvPla_26,GWCAInvPla2020Jul20,Kentucky bluegrass,Poa pratensis,2,5.0
13613,GWCA_InvPla_26,GWCAInvPla2020Jul20,winged sumac,Rhus copallinum,3,30.0
13614,GWCA_InvPla_26,GWCAInvPla2016Aug22,winged sumac,Rhus copallinum,1,0.5
13615,GWCA_InvPla_26,GWCAInvPla2013Jun24,winged sumac,Rhus copallinum,3,30.0
13616,GWCA_InvPla_26,GWCAInvPla2016Aug22,curly dock,Rumex crispus,1,0.5
13617,GWCA_InvPla_26,GWCAInvPla2013Jun24,curly dock,Rumex crispus,1,0.5
13618,GWCA_InvPla_26,GWCAInvPla2020Jul20,curly dock,Rumex crispus,1,0.5
13619,GWCA_InvPla_26,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13620,GWCA_InvPla_26,GWCAInvPla2013Jun24,Johnsongrass,Sorghum halepense,1,0.5
13621,GWCA_InvPla_26,GWCAInvPla2016Aug22,Siberian elm,Ulmus pumila,1,0.5
13622,GWCA_InvPla_27,GWCAInvPla2006Aug18,Orchardgrass,Dactylis glomerata,1,0.5
13623,GWCA_InvPla_27,GWCAInvPla2016Aug22,Orchardgrass,Dactylis glomerata,2,5.0
13624,GWCA_InvPla_27,GWCAInvPla2013Jun24,smooth brome,Bromus inermis,2,5.0
13625,GWCA_InvPla_27,GWCAInvPla2016Aug22,smooth brome,Bromus inermis,2,5.0
13626,GWCA_InvPla_27,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,4,75.0
13627,GWCA_InvPla_27,GWCAInvPla2006Aug18,bald brome. spiked brome,Bromus racemosus,6,750.0
13628,GWCA_InvPla_27,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,2,5.0
13629,GWCA_InvPla_27,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,3,30.0
13630,GWCA_InvPla_27,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,2,5.0
13631,GWCA_InvPla_27,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,4,75.0
13632,GWCA_InvPla_27,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13633,GWCA_InvPla_27,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,2,5.0
13634,GWCA_InvPla_27,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,3,30.0
13635,GWCA_InvPla_27,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,2,5.0
13636,GWCA_InvPla_27,GWCAInvPla2020Jul20,Kentucky bluegrass,Poa pratensis,2,5.0
13637,GWCA_InvPla_27,GWCAInvPla2013Jun24,winged sumac,Rhus copallinum,2,5.0
13638,GWCA_InvPla_27,GWCAInvPla2006Aug18,smooth sumac,Rhus glabra,3,30.0
13639,GWCA_InvPla_27,GWCAInvPla2013Jun24,curly dock,Rumex crispus,2,5.0
13640,GWCA_InvPla_27,GWCAInvPla2020Jul20,curly dock,Rumex crispus,1,0.5
13641,GWCA_InvPla_27,GWCAInvPla2020Jul20,tall fescue,Schedonorus arundinaceus,2,5.0
13642,GWCA_InvPla_27,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,3,30.0
13643,GWCA_InvPla_27,GWCAInvPla2016Aug22,tall fescue,Schedonorus arundinaceus,2,5.0
13644,GWCA_InvPla_27,GWCAInvPla2016Aug22,Johnsongrass,Sorghum halepense,2,5.0
13645,GWCA_InvPla_27,GWCAInvPla2013Jun24,Johnsongrass,Sorghum halepense,2,5.0
13646,GWCA_InvPla_27,GWCAInvPla2006Aug18,Johnsongrass,Sorghum halepense,2,5.0
13647,GWCA_InvPla_27,GWCAInvPla2020Jul20,Johnsongrass,Sorghum halepense,2,5.0
13648,GWCA_InvPla_27,GWCAInvPla2016Aug22,spreading hedgeparsley,Torilis arvensis,2,5.0
13649,GWCA_InvPla_27,GWCAInvPla2020Jul20,spreading hedgeparsley,Torilis arvensis,1,0.5
13650,GWCA_InvPla_27,GWCAInvPla2013Jun24,spreading hedgeparsley,Torilis arvensis,2,5.0
13651,GWCA_InvPla_27,GWCAInvPla2020Jul20,Siberian elm,Ulmus pumila,1,0.5
13652,GWCA_InvPla_27,GWCAInvPla2016Aug22,Siberian elm,Ulmus pumila,1,0.5
13653,GWCA_InvPla_28,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,2,5.0
13654,GWCA_InvPla_28,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,3,30.0
13655,GWCA_InvPla_28,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,1,0.5
13656,GWCA_InvPla_28,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,1,0.5
13657,GWCA_InvPla_28,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,4,75.0
13658,GWCA_InvPla_28,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13659,GWCA_InvPla_28,GWCAInvPla2016Aug22,eastern redcedar,Juniperus virginiana,2,5.0
13660,GWCA_InvPla_28,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,5,300.0
13661,GWCA_InvPla_28,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13662,GWCA_InvPla_28,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,2,5.0
13663,GWCA_InvPla_28,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,2,5.0
13664,GWCA_InvPla_28,GWCAInvPla2006Aug18,Japanese honeysuckle,Lonicera japonica,4,75.0
13665,GWCA_InvPla_28,GWCAInvPla2016Aug22,Japanese honeysuckle,Lonicera japonica,2,5.0
13666,GWCA_InvPla_28,GWCAInvPla2006Aug18,osage orange,Maclura pomifera,4,75.0
13667,GWCA_InvPla_28,GWCAInvPla2016Aug22,osage orange,Maclura pomifera,1,0.5
13668,GWCA_InvPla_28,GWCAInvPla2013Jun24,winged sumac,Rhus copallinum,2,5.0
13669,GWCA_InvPla_28,GWCAInvPla2006Aug18,multiflora rose,Rosa multiflora,3,30.0
13670,GWCA_InvPla_28,GWCAInvPla2016Aug22,multiflora rose,Rosa multiflora,1,0.5
13671,GWCA_InvPla_28,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13672,GWCA_InvPla_28,GWCAInvPla2013Jun24,Johnsongrass,Sorghum halepense,1,0.5
13673,GWCA_InvPla_28,GWCAInvPla2013Jun24,spreading hedgeparsley,Torilis arvensis,1,0.5
13674,GWCA_InvPla_29,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,4,75.0
13675,GWCA_InvPla_29,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,2,5.0
13676,GWCA_InvPla_29,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,1,0.5
13677,GWCA_InvPla_29,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,2,5.0
13678,GWCA_InvPla_29,GWCAInvPla2020Jul20,nodding plumeless thistle,Carduus nutans,1,0.5
13679,GWCA_InvPla_29,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13680,GWCA_InvPla_29,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,1,0.5
13681,GWCA_InvPla_29,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13682,GWCA_InvPla_29,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,3,30.0
13683,GWCA_InvPla_29,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,2,5.0
13684,GWCA_InvPla_29,GWCAInvPla2020Jul20,Japanese honeysuckle,Lonicera japonica,1,0.5
13685,GWCA_InvPla_29,GWCAInvPla2006Aug18,osage orange,Maclura pomifera,2,5.0
13686,GWCA_InvPla_29,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,2,5.0
13687,GWCA_InvPla_29,GWCAInvPla2013Jun24,winged sumac,Rhus copallinum,2,5.0
13688,GWCA_InvPla_29,GWCAInvPla2016Aug22,smooth sumac,Rhus glabra,1,0.5
13689,GWCA_InvPla_29,GWCAInvPla2006Aug18,multiflora rose,Rosa multiflora,2,5.0
13690,GWCA_InvPla_29,GWCAInvPla2013Jun24,curly dock,Rumex crispus,1,0.5
13691,GWCA_InvPla_29,GWCAInvPla2020Jul20,curly dock,Rumex crispus,1,0.5
13692,GWCA_InvPla_29,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13693,GWCA_InvPla_29,GWCAInvPla2013Jun24,spreading hedgeparsley,Torilis arvensis,1,0.5
13694,GWCA_InvPla_3,GWCAInvPla2013Jun24,lesser burdock,Arctium minus,1,0.5
13695,GWCA_InvPla_3,GWCAInvPla2013Jun24,smooth brome,Bromus inermis,2,5.0
13696,GWCA_InvPla_3,GWCAInvPla2016Aug22,smooth brome,Bromus inermis,2,5.0
13697,GWCA_InvPla_3,GWCAInvPla2020Jul20,smooth brome,Bromus inermis,1,0.5
13698,GWCA_InvPla_3,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,3,30.0
13699,GWCA_InvPla_3,GWCAInvPla2016Aug22,poverty brome,Bromus sterilis,2,5.0
13700,GWCA_InvPla_3,GWCAInvPla2013Jun24,poverty brome,Bromus sterilis,3,30.0
13701,GWCA_InvPla_3,GWCAInvPla2020Jul20,poverty brome,Bromus sterilis,1,0.5
13702,GWCA_InvPla_3,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,2,5.0
13703,GWCA_InvPla_3,GWCAInvPla2016Aug22,winter creeper,Euonymus fortunei,4,75.0
13704,GWCA_InvPla_3,GWCAInvPla2006Aug18,winter creeper,Euonymus fortunei,2,5.0
13705,GWCA_InvPla_3,GWCAInvPla2013Jun24,winter creeper,Euonymus fortunei,4,75.0
13706,GWCA_InvPla_3,GWCAInvPla2020Jul20,winter creeper,Euonymus fortunei,3,30.0
13707,GWCA_InvPla_3,GWCAInvPla2020Jul20,eastern redcedar,Juniperus virginiana,1,0.5
13708,GWCA_InvPla_3,GWCAInvPla2013Jun24,eastern redcedar,Juniperus virginiana,2,5.0
13709,GWCA_InvPla_3,GWCAInvPla2016Aug22,eastern redcedar,Juniperus virginiana,1,0.5
13710,GWCA_InvPla_3,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13711,GWCA_InvPla_3,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,3,30.0
13712,GWCA_InvPla_3,GWCAInvPla2020Jul20,Japanese honeysuckle,Lonicera japonica,1,0.5
13713,GWCA_InvPla_3,GWCAInvPla2006Aug18,Japanese honeysuckle,Lonicera japonica,6,750.0
13714,GWCA_InvPla_3,GWCAInvPla2013Jun24,Japanese honeysuckle,Lonicera japonica,3,30.0
13715,GWCA_InvPla_3,GWCAInvPla2016Aug22,Japanese honeysuckle,Lonicera japonica,2,5.0
13716,GWCA_InvPla_3,GWCAInvPla2020Jul20,osage orange,Maclura pomifera,6,750.0
13717,GWCA_InvPla_3,GWCAInvPla2006Aug18,osage orange,Maclura pomifera,6,750.0
13718,GWCA_InvPla_3,GWCAInvPla2016Aug22,osage orange,Maclura pomifera,5,300.0
13719,GWCA_InvPla_3,GWCAInvPla2013Jun24,osage orange,Maclura pomifera,3,30.0
13720,GWCA_InvPla_3,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,2,5.0
13721,GWCA_InvPla_3,GWCAInvPla2016Aug22,Kentucky bluegrass,Poa pratensis,2,5.0
13722,GWCA_InvPla_3,GWCAInvPla2013Jun24,smooth sumac,Rhus glabra,2,5.0
13723,GWCA_InvPla_3,GWCAInvPla2013Jun24,multiflora rose,Rosa multiflora,3,30.0
13724,GWCA_InvPla_3,GWCAInvPla2006Aug18,multiflora rose,Rosa multiflora,4,75.0
13725,GWCA_InvPla_3,GWCAInvPla2020Jul20,multiflora rose,Rosa multiflora,2,5.0
13726,GWCA_InvPla_3,GWCAInvPla2016Aug22,multiflora rose,Rosa multiflora,3,30.0
13727,GWCA_InvPla_3,GWCAInvPla2013Jun24,field sowthistle,Sonchus arvensis,1,0.5
13728,GWCA_InvPla_3,GWCAInvPla2013Jun24,spreading hedgeparsley,Torilis arvensis,2,5.0
13729,GWCA_InvPla_30,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,3,30.0
13730,GWCA_InvPla_30,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,2,5.0
13731,GWCA_InvPla_30,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,3,30.0
13732,GWCA_InvPla_30,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13733,GWCA_InvPla_30,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,4,75.0
13734,GWCA_InvPla_30,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,2,5.0
13735,GWCA_InvPla_30,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13736,GWCA_InvPla_30,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,1,0.5
13737,GWCA_InvPla_30,GWCAInvPla2013Jun24,Japanese honeysuckle,Lonicera japonica,2,5.0
13738,GWCA_InvPla_30,GWCAInvPla2016Aug22,yellow sweetclover,Melilotus officinalis,2,5.0
13739,GWCA_InvPla_30,GWCAInvPla2013Jun24,yellow sweetclover,Melilotus officinalis,2,5.0
13740,GWCA_InvPla_30,GWCAInvPla2006Aug18,yellow sweetclover,Melilotus officinalis,1,0.5
13741,GWCA_InvPla_30,GWCAInvPla2013Jun24,Canada bluegrass,Poa compressa,1,0.5
13742,GWCA_InvPla_30,GWCAInvPla2020Jul20,Kentucky bluegrass,Poa pratensis,2,5.0
13743,GWCA_InvPla_30,GWCAInvPla2016Aug22,curly dock,Rumex crispus,1,0.5
13744,GWCA_InvPla_30,GWCAInvPla2013Jun24,curly dock,Rumex crispus,2,5.0
13745,GWCA_InvPla_30,GWCAInvPla2020Jul20,curly dock,Rumex crispus,1,0.5
13746,GWCA_InvPla_30,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13747,GWCA_InvPla_30,GWCAInvPla2013Jun24,spreading hedgeparsley,Torilis arvensis,1,0.5
13748,GWCA_InvPla_31,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,3,30.0
13749,GWCA_InvPla_31,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,1,0.5
13750,GWCA_InvPla_31,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,4,75.0
13751,GWCA_InvPla_31,GWCAInvPla2020Jul20,bald brome. spiked brome,Bromus racemosus,1,0.5
13752,GWCA_InvPla_31,GWCAInvPla2006Aug18,poverty brome,Bromus sterilis,3,30.0
13753,GWCA_InvPla_31,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,3,30.0
13754,GWCA_InvPla_31,GWCAInvPla2020Jul20,common St. Johnswort,Hypericum perforatum,1,0.5
13755,GWCA_InvPla_31,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,2,5.0
13756,GWCA_InvPla_31,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13757,GWCA_InvPla_31,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,1,0.5
13758,GWCA_InvPla_31,GWCAInvPla2016Aug22,yellow sweetclover,Melilotus officinalis,4,75.0
13759,GWCA_InvPla_31,GWCAInvPla2013Jun24,yellow sweetclover,Melilotus officinalis,3,30.0
13760,GWCA_InvPla_31,GWCAInvPla2006Aug18,white mulberry,Morus alba,2,5.0
13761,GWCA_InvPla_31,GWCAInvPla2013Jun24,Kentucky bluegrass,Poa pratensis,2,5.0
13762,GWCA_InvPla_31,GWCAInvPla2020Jul20,Kentucky bluegrass,Poa pratensis,3,30.0
13763,GWCA_InvPla_31,GWCAInvPla2016Aug22,curly dock,Rumex crispus,1,0.5
13764,GWCA_InvPla_31,GWCAInvPla2013Jun24,curly dock,Rumex crispus,2,5.0
13765,GWCA_InvPla_31,GWCAInvPla2020Jul20,curly dock,Rumex crispus,1,0.5
13766,GWCA_InvPla_31,GWCAInvPla2013Jun24,tall fescue,Schedonorus arundinaceus,2,5.0
13767,GWCA_InvPla_32,GWCAInvPla2013Jun24,perennial ryegrass,Lolium perenne,1,0.5
13768,GWCA_InvPla_32,GWCAInvPla2020Jul20,smooth brome,Bromus inermis,2,5.0
13769,GWCA_InvPla_32,GWCAInvPla2006Aug18,smooth brome,Bromus inermis,6,750.0
13770,GWCA_InvPla_32,GWCAInvPla2013Jun24,smooth brome,Bromus inermis,2,5.0
13771,GWCA_InvPla_32,GWCAInvPla2016Aug22,smooth brome,Bromus inermis,2,5.0
13772,GWCA_InvPla_32,GWCAInvPla2013Jun24,bald brome. spiked brome,Bromus racemosus,4,75.0
13773,GWCA_InvPla_32,GWCAInvPla2016Aug22,bald brome. spiked brome,Bromus racemosus,2,5.0
13774,GWCA_InvPla_32,GWCAInvPla2006Aug18,bald brome. spiked brome,Bromus racemosus,4,75.0
13775,GWCA_InvPla_32,GWCAInvPla2013Jun24,cheatgrass,Bromus tectorum,3,30.0
13776,GWCA_InvPla_32,GWCAInvPla2013Jun24,nodding plumeless thistle,Carduus nutans,1,0.5
13777,GWCA_InvPla_32,GWCAInvPla2006Aug18,sericea lespedeza,Lespedeza cuneata,3,30.0
13778,GWCA_InvPla_32,GWCAInvPla2016Aug22,sericea lespedeza,Lespedeza cuneata,2,5.0
13779,GWCA_InvPla_32,GWCAInvPla2013Jun24,sericea lespedeza,Lespedeza cuneata,2,5.0
13780,GWCA_InvPla_32,GWCAInvPla2020Jul20,sericea lespedeza,Lespedeza cuneata,1,0.5
13781,GWCA_InvPla_32,GWCAInvPla2006Aug18,yellow sweetclover,Melilotus officinalis,1,0.5
